Id,Artnamn,Vetenskapligt namn,Antal,Ålder-Stadium,Kön,Aktivitet,Ost,Nord,Startdatum,Slutdatum,Publik kommentar,Biotop-beskrivning
125239086,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1437753,6305569,2025-05-19,2025-05-19,,
127842971,Rovfjäril,Pieris rapae,5,imago/adult, , ,1618787,6726521,2025-08-26,2025-08-26,,
127329169,Rovfjäril,Pieris rapae,1, , , ,1717088,7086311,2025-08-08,2025-08-08,,
127403660,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1763585,7258155,2025-08-11,2025-08-11,,
128255214,Rovfjäril,Pieris rapae,noterad,,,,1313768,6144658,2025-09-06,2025-09-06,,
126816659,Rovfjäril,Pieris rapae,noterad, , , ,1306801,6326544,2025-07-21,2025-07-21,,
124781241,Rovfjäril,Pieris rapae,4, , , ,1537102,6255206,2025-05-05,2025-05-05,,
126877685,Rovfjäril,Pieris rapae,1, , ,friflygande,1702656,7063074,2025-07-24,2025-07-24,,
126715093,Rovfjäril,Pieris rapae,noterad,imago/adult, ,friflygande,1417359,6411810,2025-07-17,2025-07-17,,
127366260,Rovfjäril,Pieris rapae,1, , , ,1344296,6492243,2025-08-10,2025-08-10,,
127025896,Rovfjäril,Pieris rapae,1,imago/adult,,friflygande,1398021,6548970,2025-07-30,2025-07-30,,
127182763,Rovfjäril,Pieris rapae,2,imago/adult,,,1602817,6684053,2025-08-05,2025-08-05,,
128187725,Rovfjäril,Pieris rapae,1, , , ,1396320,6182477,2025-09-03,2025-09-03,,
127130961,Rovfjäril,Pieris rapae,2,imago/adult,,friflygande,1606052,6649852,2025-08-03,2025-08-03,,
127039152,Rovfjäril,Pieris rapae,4, , ,friflygande,1286400,6508258,2025-07-30,2025-07-30,,
124067433,Rovfjäril,Pieris rapae,1, , ,friflygande,1485260,6482444,2025-04-13,2025-04-13,,
126855380,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1329481,6274408,2025-07-23,2025-07-23,,
127053343,Rovfjäril,Pieris rapae,3,imago/adult, ,födosökande,1324430,6152400,2025-07-31,2025-07-31,,
126793070,Rovfjäril,Pieris rapae,1,imago/adult, , ,1614805,6592844,2025-07-20,2025-07-20,,
124741045,Rovfjäril,Pieris rapae,2,imago/adult, , ,1565392,6318720,2025-05-03,2025-05-03,,
126942063,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1268087,6401602,2025-07-26,2025-07-26,,
126944436,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1269705,6412930,2025-07-26,2025-07-26,,
126918152,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1265745,6399382,2025-07-24,2025-07-24,Den besökte vår blommande syrenbuddleja i vår trädgård på Västes gata 23.,
124396081,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1260680,6405380,2025-04-23,2025-04-23,Den besökte några jordhögar intll en av de gamla landningsbanorna på flygfältet.,
128091717,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1262628,6397803,2025-08-29,2025-08-29,,
126919456,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1265745,6399382,2025-07-25,2025-07-25,Den besökte vår blommande syrenbuddleja i vår trädgård på Västes gata 23.,
128694012,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1272448,6412068,2025-09-24,2025-09-24,,
127308428,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1284870,6339000,2025-08-07,2025-08-07,Den besökte blomplanteringar nära Naturum.,
127358381,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1267424,6396875,2025-08-09,2025-08-09,,
129734502,Rovfjäril,Pieris rapae,noterad,imago/adult, ,äggläggande,1435792,6464359,2025-08-20,2025-08-20,,
129734719,Rovfjäril,Pieris rapae,noterad,imago/adult, ,friflygande,1280912,6380309,2025-09-04,2025-09-04,,
129732396,Rovfjäril,Pieris rapae,noterad,imago/adult, ,friflygande,1437228,6471105,2025-07-06,2025-07-06,,
129556767,Rovfjäril,Pieris rapae,1,,,,1628309,6578425,2025-07-25,2025-07-25,,
129774796,Rovfjäril,Pieris rapae,2,,,,1462901,6556331,2025-08-06,2025-08-06,,
129556862,Rovfjäril,Pieris rapae,1,,,,1644218,6597223,2025-07-22,2025-07-22,,
129774670,Rovfjäril,Pieris rapae,1,,,,1608183,6612114,2025-08-12,2025-08-12,,
129558418,Rovfjäril,Pieris rapae,2,,,,1608092,6612323,2025-05-20,2025-05-20,,
129558566,Rovfjäril,Pieris rapae,3, , , ,1603976,6634600,2025-11-06,2025-11-06,,
129558122,Rovfjäril,Pieris rapae,2,,,,1573811,6612885,2025-05-29,2025-05-29,,
129556255,Rovfjäril,Pieris rapae,4,,,,1571335,6612553,2025-08-13,2025-08-13,,
129775208,Rovfjäril,Pieris rapae,1,,,,1619448,6574369,2025-07-24,2025-07-24,,
129779914,Rovfjäril,Pieris rapae,2,,,,1608749,6614165,2025-08-12,2025-08-12,,
129556833,Rovfjäril,Pieris rapae,1,,,,1627271,6577734,2025-07-24,2025-07-24,,
129775058,Rovfjäril,Pieris rapae,1,,,,1464951,6572464,2025-07-27,2025-07-27,,
129556885,Rovfjäril,Pieris rapae,1,,,,1641223,6598015,2025-07-22,2025-07-22,,
129775054,Rovfjäril,Pieris rapae,2,,,,1464985,6572554,2025-07-27,2025-07-27,,
129556362,Rovfjäril,Pieris rapae,1,,,,1608286,6612324,2025-08-12,2025-08-12,,
129558614,Rovfjäril,Pieris rapae,2,,,,1464990,6572424,2025-08-18,2025-08-18,,
129556219,Rovfjäril,Pieris rapae,5,,,,1641223,6598015,2025-08-14,2025-08-14,,
129774566,Rovfjäril,Pieris rapae,1,,,,1641118,6597938,2025-08-14,2025-08-14,,
129774968,Rovfjäril,Pieris rapae,1,,,,1604023,6634636,2025-07-30,2025-07-30,,
129558632,Rovfjäril,Pieris rapae,1,,,,1462510,6573019,2025-08-17,2025-08-17,,
129556737,Rovfjäril,Pieris rapae,2,,,,1463145,6573175,2025-07-27,2025-07-27,,
129774678,Rovfjäril,Pieris rapae,1,,,,1608118,6612048,2025-08-12,2025-08-12,,
129556419,Rovfjäril,Pieris rapae,1,,,,1467099,6572392,2025-08-06,2025-08-06,,
129558529,Rovfjäril,Pieris rapae,2,,,,1603734,6634664,2025-05-15,2025-05-15,,
129556517,Rovfjäril,Pieris rapae,16,,,,1602470,6636707,2025-08-04,2025-08-04,,
129774455,Rovfjäril,Pieris rapae,1,,,,1467553,6576857,2025-08-17,2025-08-17,,
129556876,Rovfjäril,Pieris rapae,4,,,,1640020,6599712,2025-07-22,2025-07-22,,
129556278,Rovfjäril,Pieris rapae,5,,,,1571475,6613408,2025-08-13,2025-08-13,,
129556695,Rovfjäril,Pieris rapae,3,,,,1462510,6573019,2025-07-27,2025-07-27,,
129774381,Rovfjäril,Pieris rapae,1,,,,1463575,6570420,2025-08-18,2025-08-18,,
129558673,Rovfjäril,Pieris rapae,1,,,,1463145,6573175,2025-08-17,2025-08-17,,
129556943,Rovfjäril,Pieris rapae,2,,,,1571475,6613408,2025-07-21,2025-07-21,,
129775292,Rovfjäril,Pieris rapae,1,,,,1571352,6612646,2025-07-21,2025-07-21,,
129558443,Rovfjäril,Pieris rapae,5,,,,1627271,6577734,2025-05-19,2025-05-19,,
129558545,Rovfjäril,Pieris rapae,1,,,,1604245,6634550,2025-05-13,2025-05-13,,
129556681,Rovfjäril,Pieris rapae,4,,,,1464990,6572424,2025-07-27,2025-07-27,,
129556242,Rovfjäril,Pieris rapae,1,,,,1573811,6612885,2025-08-13,2025-08-13,,
129558723,Rovfjäril,Pieris rapae,6,,,,1640020,6599712,2025-08-14,2025-08-14,,
129774912,Rovfjäril,Pieris rapae,2,,,,1629928,6584156,2025-08-04,2025-08-04,,
129558343,Rovfjäril,Pieris rapae,2,,,,1640020,6599712,2025-05-25,2025-05-25,,
129558598,Rovfjäril,Pieris rapae,4,,,,1464026,6570317,2025-08-18,2025-08-18,,
129774985,Rovfjäril,Pieris rapae,1,,,,1604190,6634550,2025-07-30,2025-07-30,,
129556581,Rovfjäril,Pieris rapae,3,,,,1603734,6634664,2025-07-30,2025-07-30,,
129556317,Rovfjäril,Pieris rapae,3,,,,1608102,6612095,2025-08-12,2025-08-12,,
129556620,Rovfjäril,Pieris rapae,30,,,,1604245,6634550,2025-07-30,2025-07-30,,
129556798,Rovfjäril,Pieris rapae,1,,,,1626362,6579508,2025-07-25,2025-07-25,,
129556917,Rovfjäril,Pieris rapae,1,,,,1571335,6612553,2025-07-21,2025-07-21,,
129774777,Rovfjäril,Pieris rapae,1,,,,1461949,6556240,2025-08-06,2025-08-06,,
129774655,Rovfjäril,Pieris rapae,1,,,,1608188,6612168,2025-08-12,2025-08-12,,
129558477,Rovfjäril,Pieris rapae,1,,,,1628309,6578425,2025-05-16,2025-05-16,,
128477410,Rovfjäril,Pieris rapae,2, , ,friflygande,1667698,6357527,2025-09-12,2025-09-12,,
127630755,Rovfjäril,Pieris rapae,1, , ,friflygande,1268858,6402358,2025-08-16,2025-08-16,,
127483300,Rovfjäril,Pieris rapae,noterad, , ,friflygande,1260373,6404817,2025-08-14,2025-08-14,,
126942771,Rovfjäril,Pieris rapae,2, , ,friflygande,1260373,6404817,2025-07-26,2025-07-26,,
127084844,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1538274,6487986,2025-07-31,2025-07-31,,
127639777,Rovfjäril,Pieris rapae,4,imago/adult, ,födosökande,1517000,6497483,2025-08-17,2025-08-17,,
127082572,Rovfjäril,Pieris rapae,1,imago/adult, ,vilande,1517046,6497458,2025-07-31,2025-07-31,,
127084705,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1538186,6488025,2025-07-31,2025-07-31,,
126394656,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1537182,6488204,2025-05-29,2025-05-29,,
127446712,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1517000,6497483,2025-08-13,2025-08-13,,
126657146,Rovfjäril,Pieris rapae,noterad, , , ,1337960,6180614,2025-07-14,2025-07-14,,
127031026,Rovfjäril,Pieris rapae,noterad, , , ,1374600,6211450,2025-07-30,2025-07-30,,
126674566,Rovfjäril,Pieris rapae,noterad, , , ,1345141,6173313,2025-07-15,2025-07-15,,
126673940,Rovfjäril,Pieris rapae,noterad,imago/adult, ,friflygande,1346312,6173050,2025-07-15,2025-07-15,,
125738752,Rovfjäril,Pieris rapae,1, , , ,1623110,6594018,2025-06-04,2025-06-04,,
125738647,Rovfjäril,Pieris rapae,1, , , ,1624175,6589507,2025-06-04,2025-06-04,,
125131681,Rovfjäril,Pieris rapae,12, , ,friflygande,1619565,6594036,2025-05-13,2025-05-13,,
125530367,Rovfjäril,Pieris rapae,noterad,,,,1617878,6600821,2025-05-27,2025-05-27,1,
125528976,Rovfjäril,Pieris rapae,noterad,,,,1621550,6600897,2025-05-27,2025-05-27,1,
125736288,Rovfjäril,Pieris rapae,1, , , ,1620429,6598404,2025-06-03,2025-06-03,,
125736762,Rovfjäril,Pieris rapae,1, , , ,1619226,6596245,2025-06-03,2025-06-03,,
125532122,Rovfjäril,Pieris rapae,noterad,,,,1614678,6602900,2025-05-29,2025-05-29,2,
125131730,Rovfjäril,Pieris rapae,3, , ,friflygande,1618779,6593020,2025-05-13,2025-05-13,,
125736551,Rovfjäril,Pieris rapae,1, , , ,1620138,6595963,2025-06-03,2025-06-03,,
125736443,Rovfjäril,Pieris rapae,2, , , ,1619910,6596999,2025-06-03,2025-06-03,,
125736653,Rovfjäril,Pieris rapae,1, , , ,1618341,6597058,2025-06-03,2025-06-03,,
125528971,Rovfjäril,Pieris rapae,noterad,,,,1621550,6600897,2025-05-27,2025-05-27,1,
125531625,Rovfjäril,Pieris rapae,noterad,,,,1617447,6601898,2025-05-29,2025-05-29,2,
126819133,Rovfjäril,Pieris rapae,1, , ,födosökande,1455474,6604318,2025-07-21,2025-07-21,,
127375637,Rovfjäril,Pieris rapae,noterad,imago/adult, ,friflygande,1646737,6661085,2025-08-10,2025-08-10,,
126820872,Rovfjäril,Pieris rapae,3,imago/adult,,friflygande,1616929,6528516,2025-07-20,2025-07-20,Medobs även Annikki Welin. Besökte blommande lavendel.,"Trädgård, tomtmark"
127200093,Rovfjäril,Pieris rapae,5,imago/adult, ,födosökande,1604650,6617550,2025-08-02,2025-08-02,,
126895228,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1604650,6617550,2025-07-22,2025-07-22,,
126341407,Rovfjäril,Pieris rapae,1,imago/adult,,friflygande,1269428,6405480,2025-07-01,2025-07-01,,
127453800,Rovfjäril,Pieris rapae,1,imago/adult,,friflygande,1606359,6634062,2025-08-07,2025-08-07,,
126811566,Rovfjäril,Pieris rapae,1,imago/adult,,friflygande,1268919,6405301,2025-07-21,2025-07-21,,
126932725,Rovfjäril,Pieris rapae,1,imago/adult,,friflygande,1268919,6405301,2025-07-26,2025-07-26,,
128609722,Rovfjäril,Pieris rapae,1, , , ,1551780,6853960,2025-09-19,2025-09-19,,
124698288,Rovfjäril,Pieris rapae,1, , , ,1624130,6576780,2025-05-03,2025-05-03,,
125042965,Rovfjäril,Pieris rapae,1, , , ,1624130,6576780,2025-05-13,2025-05-13,,
128499930,Rovfjäril,Pieris rapae,1, , , ,1633300,6542900,2025-09-16,2025-09-16,,
124089786,Rovfjäril,Pieris rapae,2, ,hane, ,1531580,6439180,2025-04-12,2025-04-12,,
125035208,Rovfjäril,Pieris rapae,1, , , ,1633300,6542900,2025-05-12,2025-05-12,,
124667690,Rovfjäril,Pieris rapae,2, ,hane, ,1624130,6576780,2025-05-02,2025-05-02,,
126838958,Rovfjäril,Pieris rapae,3, , , ,1621700,6548300,2025-07-22,2025-07-22,,
127045888,Rovfjäril,Pieris rapae,noterad, , , ,1402536,6541912,2025-07-30,2025-07-30,,
126798616,Rovfjäril,Pieris rapae,2, , , ,1398500,6143735,2025-07-19,2025-07-19,,
127361927,Rovfjäril,Pieris rapae,1, , , ,1398500,6143735,2025-08-05,2025-08-05,,
127026537,Rovfjäril,Pieris rapae,1, , , ,1398500,6143735,2025-07-29,2025-07-29,,
126327844,Rovfjäril,Pieris rapae,1, , , ,1398500,6143735,2025-06-30,2025-06-30,,
127846541,Rovfjäril,Pieris rapae,4, , , ,1398500,6143735,2025-08-26,2025-08-26,,
126257951,Rovfjäril,Pieris rapae,1, , , ,1398500,6143735,2025-06-27,2025-06-27,,
128471072,Rovfjäril,Pieris rapae,1, , , ,1398500,6143735,2025-08-31,2025-08-31,,
126084528,Rovfjäril,Pieris rapae,1, , , ,1398500,6143735,2025-06-19,2025-06-19,,
126997400,Rovfjäril,Pieris rapae,1, , , ,1398500,6143735,2025-07-28,2025-07-28,,
127034236,Rovfjäril,Pieris rapae,1,imago/adult, , ,1305842,6298432,2025-07-30,2025-07-30,,
127313203,Rovfjäril,Pieris rapae,10, , , ,1633150,6578643,2025-08-08,2025-08-08,,
127393027,Rovfjäril,Pieris rapae,2,imago/adult, ,födosökande,1624410,6574800,2025-08-11,2025-08-11,,
126601752,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1624410,6574800,2025-07-12,2025-07-12,,
126316405,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1624410,6574800,2025-06-30,2025-06-30,Mycket sliten,
127424095,Rovfjäril,Pieris rapae,2,imago/adult, ,födosökande,1624410,6574800,2025-08-12,2025-08-12,,
126687098,Rovfjäril,Pieris rapae,6,imago/adult, ,friflygande,1456010,6571600,2025-07-15,2025-07-15,,
126443982,Rovfjäril,Pieris rapae,1, , ,födosökande,1398001,6177503,2025-07-01,2025-07-01,,
128229513,Rovfjäril,Pieris rapae,1, , ,friflygande,1397299,6177398,2025-09-03,2025-09-03,,
127848252,Rovfjäril,Pieris rapae,1, , ,friflygande,1334095,6176646,2025-08-18,2025-08-18,,
128459845,Rovfjäril,Pieris rapae,1, , ,födosökande,1334095,6176646,2025-09-13,2025-09-13,,
128113734,Rovfjäril,Pieris rapae,1, , ,friflygande,1354693,6175949,2025-08-31,2025-08-31,,
126577219,Rovfjäril,Pieris rapae,noterad, , ,friflygande,1347832,6154327,2025-07-10,2025-07-10,,
127848628,Rovfjäril,Pieris rapae,1, , ,friflygande,1338281,6176042,2025-08-20,2025-08-20,,
126578168,Rovfjäril,Pieris rapae,noterad, , ,friflygande,1349579,6142239,2025-07-10,2025-07-10,,
128229724,Rovfjäril,Pieris rapae,1, , ,födosökande,1397299,6177398,2025-09-04,2025-09-04,,
126876486,Rovfjäril,Pieris rapae,1, , ,födosökande,1348129,6223793,2025-07-20,2025-07-20,,
126595822,Rovfjäril,Pieris rapae,1,imago/adult, , ,1351590,6180290,2025-07-10,2025-07-10,,
127627653,Rovfjäril,Pieris rapae,1,imago/adult, , ,1334511,6181284,2025-08-16,2025-08-16,,
127353522,Rovfjäril,Pieris rapae,1,imago/adult, , ,1347621,6210221,2025-08-09,2025-08-09,,
127030607,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1608163,6625497,2025-07-30,2025-07-30,,
127158844,Rovfjäril,Pieris rapae,2,imago/adult, ,födosökande,1608163,6625497,2025-08-04,2025-08-04,,
126975505,Rovfjäril,Pieris rapae,2, , , ,1610894,6627056,2025-07-27,2025-07-27,,
126962114,Rovfjäril,Pieris rapae,noterad, , ,födosökande,1374627,6228647,2025-07-27,2025-07-27,Med obs Lisbeth Nilsson,
126861626,Rovfjäril,Pieris rapae,1, , ,födosökande,1374627,6228647,2025-07-23,2025-07-23,,
126766164,Rovfjäril,Pieris rapae,noterad, , , ,1275598,6398092,2025-07-18,2025-07-18,,
131863666,Rovfjäril,Pieris rapae,noterad, , , ,1259500,6394550,2025-07-24,2025-07-24,,
126888223,Rovfjäril,Pieris rapae,noterad, , , ,1275598,6398092,2025-07-20,2025-07-20,,
126907132,Rovfjäril,Pieris rapae,noterad, , , ,1259500,6394550,2025-07-25,2025-07-25,,
128182772,Rovfjäril,Pieris rapae,1, , ,födosökande,1628510,6565762,2025-09-03,2025-09-03,,
126782151,Rovfjäril,Pieris rapae,noterad, , ,födosökande,1630376,6566793,2025-07-20,2025-07-20,,
127029585,Rovfjäril,Pieris rapae,1, , ,födosökande,1631156,6569158,2025-07-30,2025-07-30,,
128484045,Rovfjäril,Pieris rapae,1, , ,födosökande,1629794,6568931,2025-09-16,2025-09-16,,
127153367,Rovfjäril,Pieris rapae,1, , ,födosökande,1630376,6566793,2025-08-04,2025-08-04,,
127204257,Rovfjäril,Pieris rapae,noterad, , ,födosökande,1630376,6566793,2025-08-05,2025-08-05,,
127425608,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1524190,6622320,2025-08-12,2025-08-12,,Trädgård
128216830,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1524190,6622320,2025-09-04,2025-09-04,,Trädgård
126850610,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1524190,6622320,2025-07-17,2025-07-17,,Trädgård
127006131,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1524190,6622320,2025-07-28,2025-07-28,,Trädgård
127132146,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1527062,6622103,2025-08-03,2025-08-03,,"Blommande vägkanter, bryn"
127157538,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1524190,6622320,2025-08-04,2025-08-04,Jätteverbena.,Trädgård
127132314,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1527222,6622506,2025-08-03,2025-08-03,,"Grusväg, blomrika kanter"
128225944,Rovfjäril,Pieris rapae,noterad, , , ,1359264,6204518,2025-08-28,2025-08-28,,
128226104,Rovfjäril,Pieris rapae,noterad, , , ,1359264,6204518,2025-08-29,2025-08-29,,
126655886,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1544735,6245881,2025-07-14,2025-07-14,,
128675455,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1538089,6247920,2025-09-24,2025-09-24,,
124528976,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1326041,6293370,2025-04-28,2025-04-28,,
127352797,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1324832,6288219,2025-08-09,2025-08-09,,
127106277,Rovfjäril,Pieris rapae,1,imago/adult, , ,1678036,6373533,2025-08-02,2025-08-02,,
128652479,Rovfjäril,Pieris rapae,1,imago/adult, , ,1678036,6373533,2025-07-21,2025-07-21,,
125667171,Rovfjäril,Pieris rapae,4, , ,friflygande,1627598,6567230,2025-06-03,2025-06-03,,
125608777,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1629429,6568329,2025-06-01,2025-06-01,,
127355509,Rovfjäril,Pieris rapae,noterad, , ,födosökande,1472859,6485197,2025-08-09,2025-08-09,,
127766405,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1332931,6556810,2025-08-23,2025-08-23,,
127777273,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1269580,6402240,2025-08-23,2025-08-23,Den höll till vid Fågeldammen.,
127383710,Rovfjäril,Pieris rapae,noterad, , ,friflygande,1646711,6660749,2025-08-10,2025-08-10,,
129732352,Rovfjäril,Pieris rapae,noterad,imago/adult, ,friflygande,1448613,6462896,2025-07-06,2025-07-06,,
126809653,Rovfjäril,Pieris rapae,3, , , ,1534071,6496395,2025-07-21,2025-07-21,,
127825054,Rovfjäril,Pieris rapae,noterad,imago/adult, ,friflygande,1345662,6667187,2025-08-25,2025-08-25,,
127321721,Rovfjäril,Pieris rapae,1, , , ,1613784,6638314,2025-08-08,2025-08-08,,
129556461,Rovfjäril,Pieris rapae,1,,,,1462950,6556305,2025-08-06,2025-08-06,,
126929571,Rovfjäril,Pieris rapae,1,,,,1654647,6647807,2025-07-26,2025-07-26,,
127671853,Rovfjäril,Pieris rapae,noterad,larv/nymf,,,1324850,6294690,2025-08-18,2025-08-18,,
127404574,Rovfjäril,Pieris rapae,noterad,larv/nymf, ,födosökande,1541727,6524229,2025-08-11,2025-08-11,På indiankrasse Tropaeolum majus.,
126639544,Rovfjäril,Pieris rapae,2,imago/adult, , ,1318180,6158843,2025-07-13,2025-07-13,,
126874334,Rovfjäril,Pieris rapae,1, , ,friflygande,1277374,6413738,2025-07-23,2025-07-23,,
128937522,Rovfjäril,Pieris rapae,1,imago/adult, , ,1320453,6190331,2025-08-31,2025-08-31,,
127132537,Rovfjäril,Pieris rapae,noterad, , , ,1491943,6323811,2025-08-03,2025-08-03,,
127007198,Rovfjäril,Pieris rapae,3, , ,födosökande,1620373,6594862,2025-07-26,2025-07-26,,
126902751,Rovfjäril,Pieris rapae,noterad,imago/adult, ,födosökande,1271618,6458826,2025-07-25,2025-07-25,,
122365237,Rovfjäril,Pieris rapae,noterad,imago/adult,,frispringande/krypande,1602350,6632650,2025-01-29,2025-01-29,Inomhus,
127374265,Rovfjäril,Pieris rapae,1,imago/adult,hona,födosökande,1568565,6516680,2025-08-10,2025-08-10,,
126394591,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1537126,6487982,2025-05-29,2025-05-29,,
127170842,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1379670,6156908,2025-08-05,2025-08-05,,
125530814,Rovfjäril,Pieris rapae,noterad,,,,1617691,6601824,2025-05-29,2025-05-29,1,
128419899,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1455964,6604336,2025-09-13,2025-09-13,,
127826322,Rovfjäril,Pieris rapae,1, , ,friflygande,1472670,7058082,2025-08-26,2025-08-26,,
125485119,Rovfjäril,Pieris rapae,5,imago/adult, ,friflygande,1619391,6605026,2025-05-27,2025-05-27,,
131623756,Rovfjäril,Pieris rapae,2,imago/adult,,friflygande,1516012,6251881,2025-09-25,2025-09-25,,Vägslänt
126957040,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1380136,6481700,2025-07-27,2025-07-27,,
127000453,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1604650,6617550,2025-07-28,2025-07-28,,
128250988,Rovfjäril,Pieris rapae,1,imago/adult,,vilande,1269374,6407094,2025-09-06,2025-09-06,,
130657199,Rovfjäril,Pieris rapae,2, , , ,1397583,6409278,2025-08-10,2025-08-10,,
128234153,Rovfjäril,Pieris rapae,1, , , ,1633300,6542900,2025-09-05,2025-09-05,,
127074907,Rovfjäril,Pieris rapae,noterad, , , ,1543618,6276080,2025-08-01,2025-08-01,,
127108820,Rovfjäril,Pieris rapae,noterad, , , ,1359508,6588366,2025-08-02,2025-08-02,,
127086838,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1545353,6452537,2025-07-30,2025-07-30,,
127649448,Rovfjäril,Pieris rapae,3, , , ,1398500,6143735,2025-08-17,2025-08-17,,
126697956,Rovfjäril,Pieris rapae,noterad,imago/adult, , ,1606693,6635165,2025-07-15,2025-07-15,,
128944154,Rovfjäril,Pieris rapae,1,imago/adult,,,1429979,6655588,2025-07-18,2025-07-18,(Inom uppdrag från länsstyrelsen i Örebro län med inventering av dagfjärilar),
127150995,Rovfjäril,Pieris rapae,3,imago/adult,,,1444535,6323178,2025-08-04,2025-08-04,,
126713125,Rovfjäril,Pieris rapae,1, ,hona,födosökande,1521110,6520650,2025-07-17,2025-07-17,,
126747042,Rovfjäril,Pieris rapae,noterad,imago/adult, ,friflygande,1523285,6493030,2025-07-18,2025-07-18,,Kraftledningsgata
127661507,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1475420,6594980,2025-08-18,2025-08-18,Tomten,
125446688,Rovfjäril,Pieris rapae,5,,,,1637238,6572636,2025-05-27,2025-05-27,,
127274080,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1624410,6574800,2025-08-06,2025-08-06,,
126993987,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1478319,6535343,2025-07-28,2025-07-28,,
127348725,Rovfjäril,Pieris rapae,1,imago/adult,hona,födosökande,1624094,7035583,2025-08-09,2025-08-09,,
124699299,Rovfjäril,Pieris rapae,1,imago/adult, , ,1554647,6418902,2025-05-03,2025-05-03,,
124674013,Rovfjäril,Pieris rapae,1,imago/adult, ,vilande,1532411,6287147,2025-05-02,2025-05-02,,
126961516,Rovfjäril,Pieris rapae,12,imago/adult, ,födosökande,1540683,6239269,2025-07-17,2025-07-17,,
128888659,Rovfjäril,Pieris rapae,1, , ,friflygande,1313988,6144560,2025-10-03,2025-10-03,,
127029850,Rovfjäril,Pieris rapae,10,imago/adult, , ,1545689,6431846,2025-07-30,2025-07-30,,
126840237,Rovfjäril,Pieris rapae,1,imago/adult, , ,1233297,6550242,2025-07-17,2025-07-17,,
128728525,Rovfjäril,Pieris rapae,noterad,,,,1576798,6558573,2025-09-24,2025-09-24,,
126816846,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1254080,6409070,2025-07-21,2025-07-21,,
127300118,Rovfjäril,Pieris rapae,3,imago/adult, ,födosökande,1605047,6622537,2025-08-07,2025-08-07,,
128394040,Rovfjäril,Pieris rapae,noterad,imago/adult, ,födosökande,1316346,6158823,2025-09-12,2025-09-12,"Vid parkering, inärheten av fotbollsplanen",
128348385,Rovfjäril,Pieris rapae,1, , ,friflygande,1313560,6144505,2025-09-06,2025-09-06,,
127315310,Rovfjäril,Pieris rapae,3,imago/adult, , ,1671527,6656926,2025-08-06,2025-08-06,,
126817344,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1508542,6598057,2025-07-19,2025-07-19,,
127421265,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1374627,6228678,2025-08-12,2025-08-12,På  vår budleja,
127145939,Rovfjäril,Pieris rapae,noterad, , , ,1275598,6398092,2025-08-03,2025-08-03,,
