Observation GUID	Påträffad	Taxon ID	Vetenskapligt namn	Svenskt namn	Taxonkategori	Organismgrupp	Rödlistekategori	Observationens skyddsklass	Startdatum	Slutdatum	Starttid	Sluttid	WGS84 decimal (lat)	WGS84 decimal (lon)	SWEREF99TM X (öst)	SWEREF99TM Y (nord)	Geodetiskt datum	Koordinatnoggrannhet (m)	Lokal	Församling	Kommun	Län	Landskap	Observatör	Antal individer	Organismkvantitet	Organismkvantitetsenhet	Stadium/ålder	Kön	Aktivitet (Artportalen)	Verifieringsstatus	Osäker artbestämning	Aldrig funnen	Ej återfunnen	Projekt1 Namn	Dataset namn	Diffuserad	Skyddad
urn:lsid:artportalen.se:sighting:66674946	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2017-07-10	2017-07-10			57.26376	18.46083	708696	6352052	EPSG:4326	25	Stånga ca 1 km S-ut, Gtl	Stånga	Gotland	Gotland	Gotland	Björn Gunnarsson	1	1		imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:66886940	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2017-07-26	2017-07-26			56.08797	12.6712	355103	6218315	EPSG:4326	5	Sofiero våtmark, Pålsjö naturreservat, Sofiero slott, Sk	Allerum	Helsingborg	Skåne	Skåne	Christer Strid				imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:66871137	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2017-07-26	2017-07-26			56.98515	14.69078	481208	6315776	EPSG:4326	100	Sånnestorp, Ör, Sm	Ör	Växjö	Kronoberg	Småland	Hugo Johansson	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:66026762	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2017-06-01	2017-06-01			57.70439	11.80823	309827	6400279	EPSG:4326	125	Hjärtholmsvägen, Vg	Göteborg	Göteborg	Västra Götaland	Västergötland	Oskar Gran	1	1	ex.	imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:67097151	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2017-08-11	2017-08-11	14:05	14:15	59.66296	17.49972	640822	6616529	EPSG:4326	153	Lönnallén, Upl	Övergran	Håbo	Uppsala	Uppland	Artur Larsson, Gabriel Tjernberg	5	5	ex.	imago/adult		friflygande	Ovaliderad	False	False	False	Svensk Dagfjärilsövervakning	Artportalen	False	False
urn:lsid:artportalen.se:sighting:67099059	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2017-08-11	2017-08-11			58.69723	17.00237	616038	6508072	EPSG:4326	100	Palmtorps alle 7, Srm	Oxelösund	Oxelösund	Södermanland	Södermanland	Jan Karlsson	3	3				friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:66782171	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2017-07-20	2017-07-20			58.33207	14.81607	489229	6465696	EPSG:4326	698	Naturum Tåkern, Tåkern, Ög	Svanshals	Ödeshög	Östergötland	Östergötland	Anna Whiflock, Torbjörn Blixt	1	1	ex.	imago/adult	hona	friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:67500895	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2017-09-10	2017-09-10			59.20801	18.72532	712665	6569157	EPSG:4326	250	Hjärterudd, Srm	Nämdö	Värmdö	Stockholm	Södermanland	Lars Liljeruhm	1	1		imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:66810079	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2017-07-22	2017-07-22			57.00085	14.03219	441210	6317897	EPSG:4326	200	S Bondetorp, Sm	Dörarp	Ljungby	Kronoberg	Småland	Evald Jonsson	2	2	ex.	imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:67575540	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2017-09-16	2017-09-16			59.38887	13.45381	412176	6584374	EPSG:4326	250	Gustavsberg, Vrm	Karlstad	Karlstad	Värmland	Värmland	Jörgen Persson	1	1	ex.	imago/adult	hane		Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:66504588	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2017-07-02	2017-07-02			57.71628	12.98583	380014	6398907	EPSG:4326	25	Sörmarksgatan, Borås, Vg	Borås	Borås	Västra Götaland	Västergötland	Per-Lennart Olausson	1	1	ex.	imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:66535094	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2017-07-04	2017-07-04			57.00085	14.03219	441210	6317897	EPSG:4326	200	S Bondetorp, Sm	Dörarp	Ljungby	Kronoberg	Småland	Evald Jonsson	1	1	ex.	imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:66685624	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2017-07-13	2017-07-13	13:50	14:15	55.69615	13.45283	402755	6173347	EPSG:4326	100	Stensoffa skogen, Sk	Silvåkra	Lund	Skåne	Skåne	Hasse Andersson, Birgit Svensson	1	1		imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:67207978	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2017-08-19	2017-08-19			57.83298	16.7388	603251	6411442	EPSG:4326	2000	Hasselö, Sm	Loftahammar	Västervik	Kalmar	Småland	Christer Håkansson	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:67244769	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2017-08-22	2017-08-22			57.00085	14.03219	441210	6317897	EPSG:4326	200	S Bondetorp, Sm	Dörarp	Ljungby	Kronoberg	Småland	Evald Jonsson	2	2	ex.	imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:67386806	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2017-08-30	2017-08-30			59.8234	17.6141	646560	6634635	EPSG:4326	500	Uppsala, Norby, Upl	Uppsala	Uppsala	Uppsala	Uppland	Bert Gustafsson							Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:67052427	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2017-07-26	2017-07-26			59.81787	17.77616	655668	6634389	EPSG:4326	100	Linnés Hammarby, Danmark, Upl	Danmark	Uppsala	Uppsala	Uppland	Michael Taylor	2	2	ex.	imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:66946409	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2017-07-31	2017-07-31			56.6744	16.24609	576355	6281836	EPSG:4326	50	Smedbyvägen 34, Sm	Dörby	Kalmar	Kalmar	Småland	Per Ahlgren							Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:66750696	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2017-07-16	2017-07-16			58.60593	16.25812	573104	6496858	EPSG:4326	500	Lindö, Ög	Norrköping	Norrköping	Östergötland	Östergötland	Joakim Nilsson	1	1	ex.			vilande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:66084899	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2017-05-26	2017-05-26	08:55	10:40	56.61945	16.56238	595873	6276118	EPSG:4326	200	Lenstads ängar, Lenstad, Öl	Torslunda	Mörbylånga	Kalmar	Öland	Stefan Cherrug, Alexander Cherrug, Per Anders Bertilsson	2	2		imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:71310498	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-05-14	2018-05-14			57.47439	12.3917	343596	6373197	EPSG:4326	250	Rud, Vg	Tostared	Mark	Västra Götaland	Västergötland	Lennart Walldén, Gunnel Wallden	2	2				friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:71663582	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-05-10	2018-05-10			57.9863	15.52999	531339	6427308	EPSG:4326	100	Björndal, 200 m O, Ög	Kisa	Kinda	Östergötland	Östergötland	Carin Gondesen	1	1				friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:72426722	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-07-25	2018-07-25			56.05339	13.39386	399972	6213185	EPSG:4326	250	Klingstorp, no Färingtofta, Sk	Färingtofta	Klippan	Skåne	Skåne	Bengt Hertzman, Inger Persson	2	2					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:72561334	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-08-04	2018-08-04			58.73341	17.09261	621141	6512259	EPSG:4326	50	Vägen till strandängen Linudden, Linudden, Srm	Nyköping	Nyköping	Södermanland	Södermanland	Malin Larsson							Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:72849186	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-08-19	2018-08-19	09:04	09:04	57.68667	11.65437	300566	6398750	EPSG:4326	150	Sudda, Hönö, Boh	Öckerö	Öckerö	Västra Götaland	Bohuslän	Bengt Karlsson	2	2					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:72837927	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-08-24	2018-08-24			59.611	16.53014	586343	6609085	EPSG:4326	36	Djäkneberget (uteklassrum), Vstm	Västerås	Västerås	Västmanland	Västmanland	Markus Rehnberg				imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:72845446	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-08-25	2018-08-25	08:20	09:45	59.0161	16.1345	565147	6542398	EPSG:4326	100	Sjöholmskärret, Srm	Östra Vingåker	Katrineholm	Södermanland	Södermanland	Krister Aronsson						friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:71872140	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-06-14	2018-06-14			56.28362	13.29733	394593	6238949	EPSG:4326	500	Pinnåreservatet, Örkelljunga, Sk	Örkelljunga	Örkelljunga	Skåne	Skåne	Bengt Hertzman	4	4		imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:72579887	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-08-05	2018-08-05	12:00	12:30	56.46346	16.40372	586493	6258547	EPSG:4326	25	Fält väster om Kastlösa kyrka, Öl	Kastlösa	Mörbylånga	Kalmar	Öland	Anders Carlberg, Ronnie Nederfeldt, Benny Fredriksson	10	10		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:72955921	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-09-02	2018-09-02			58.19924	16.57768	592732	6451978	EPSG:4326	250	Sörbyäng, Ög	Valdemarsvik	Valdemarsvik	Östergötland	Östergötland	Rolf Kokkonen	4	4		imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:72374364	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-07-20	2018-07-20			59.21561	18.16033	680388	6568337	EPSG:4326	100	Rapsodivägen Skogås, Srm	Huddinge	Huddinge	Stockholm	Södermanland	Rolf Larsson	2	2	ex.	imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:71660785	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-06-02	2018-06-02			57.00108	14.02695	440892	6317927	EPSG:4326	250	Bondetorp, Sm	Dörarp	Ljungby	Kronoberg	Småland	Evald Jonsson	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:70272533	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2015-08-06	2015-08-06	13:00	13:15	58.437	14.90208	494283	6477368	EPSG:4326	25	Vadstena, Bjälbovägen 63, Ög	Vadstena	Vadstena	Östergötland	Östergötland	Anders Göthberg	2	2	ex.	imago/adult	hona	friflygande	Ovaliderad	False	False	False	Svensk Dagfjärilsövervakning	Artportalen	False	False
urn:lsid:artportalen.se:sighting:70272539	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2015-08-02	2015-08-02	15:47	16:02	58.437	14.90208	494283	6477368	EPSG:4326	25	Vadstena, Bjälbovägen 63, Ög	Vadstena	Vadstena	Östergötland	Östergötland	Anders Göthberg	2	2	ex.	imago/adult	i par	friflygande	Ovaliderad	False	False	False	Svensk Dagfjärilsövervakning	Artportalen	False	False
urn:lsid:artportalen.se:sighting:72426743	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-07-26	2018-07-26			56.99367	14.67571	480297	6316728	EPSG:4326	1000	Ör, Ör, Sm	Ör	Växjö	Kronoberg	Småland	Hugo Johansson	1	1					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:72953353	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-09-02	2018-09-02			59.20801	18.72532	712665	6569157	EPSG:4326	250	Hjärterudd, Srm	Nämdö	Värmdö	Stockholm	Södermanland	Lars Liljeruhm	1	1		imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:65938862	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2017-05-27	2017-05-27	12:30	13:30	59.69963	16.21783	568540	6618589	EPSG:4326	253	Sura Bruks jv-stickspår, Vstm	Sura	Surahammar	Västmanland	Västmanland	Tom Sävström	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:71074808	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-05-04	2018-05-04			58.89989	17.94688	669762	6532644	EPSG:4326	225	Svandammen, Nynäshamn, Srm	Nynäshamn	Nynäshamn	Stockholm	Södermanland	Arne Holmkvist	1	1		imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:65971433	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2017-05-26	2017-05-26			57.30722	15.85235	551351	6351906	EPSG:4326	5	Lundtorp, Sm	Mörlunda	Hultsfred	Kalmar	Småland	Ronnie Johansson	1	1				friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:54930700	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2015-08-22	2015-08-22	10:00	12:00	58.28431	11.53622	296939	6465587	EPSG:4326	100	Torpet, Skår, Boh	Bokenäs	Uddevalla	Västra Götaland	Bohuslän	Magnus Larsson, Kerstin Larsson	2	2	ex.	imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:54931011	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2015-08-21	2015-08-21	08:00	12:00	58.06102	11.86487	315041	6439800	EPSG:4326	10	Mandelblomsvägen, Boh	Norum	Stenungsund	Västra Götaland	Bohuslän	Magnus Larsson	1	1	ex.	imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78444077	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-06-10	2019-06-10	12:40	16:40	56.1617	12.8759	368090	6226108	EPSG:4326	802	Örjabäcksleden Ausås, Ausås, Sk	Ausås	Ängelholm	Skåne	Skåne	Karl-Erik Söderqvist	2	2	ex.			friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79067236	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-23	2019-07-23			62.06965	14.6535	481893	6881988	EPSG:4326	500	Busjön, Hjd	Älvros	Härjedalen	Jämtland	Härjedalen	Göran Storensten	1	1		imago/adult	hona	friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78268415	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-06-01	2019-06-01	11:00	11:00	57.46292	12.1824	330997	6372423	EPSG:4326	100	Smedingeskolan, Hl	Fjärås	Kungsbacka	Halland	Halland	Alexander Schäpers	1	1	ex.	imago/adult		vilande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78294063	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-06-07	2019-06-07			57.96522	15.14406	508523	6424847	EPSG:4326	400	Torpa, Ög	Torpa	Ydre	Östergötland	Östergötland	Torbjörn Blixt	1	1	ex.	imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78929721	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-14	2019-07-14	15:30	15:50	56.41864	14.22926	452452	6252941	EPSG:4326	250	Övraryd, Sk	Glimåkra	Östra Göinge	Skåne	Skåne	Sven G Nilsson	1	1				friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79289730	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-07	2019-08-07	09:18	09:18	56.50305	16.62451	599992	6263252	EPSG:4326	50	Stenåsabadet, norr, Öl	Stenåsa	Mörbylånga	Kalmar	Öland	Axel Jensen, Gunnar Ölfvingsson, Johan Jensen							Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79380633	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-12	2019-08-12	12:00	12:25	57.93335	12.3631	343869	6424336	EPSG:4326	100	Östad grusgropsstig, Östad, Vg	Östad	Lerum	Västra Götaland	Västergötland	Conny Palm				imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79442627	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-16	2019-08-16	14:35	15:25	55.56082	12.90601	367936	6159192	EPSG:4326	10	Ödetomterna, Bunkeflo strandängar, Sk	Bunkeflo	Malmö	Skåne	Skåne	Stefan Cherrug	11	11		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78817152	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-08	2019-07-08			56.53824	16.44599	588922	6266923	EPSG:4326	500	Resmo, Öl	Resmo	Mörbylånga	Kalmar	Öland	Klara Helander, Anders Helander				imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78845147	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-10	2019-07-10	15:10	15:30	56.60623	14.17047	449078	6273863	EPSG:4326	100	Stockanäs Mellangård, Sm	Stenbrohult	Älmhult	Kronoberg	Småland	Sven G Nilsson	1	1			hona	äggläggande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:59784784	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2016-05-23	2016-05-23	11:00	11:00	59.72062	16.19469	567196	6620902	EPSG:4326	10	Hovgårdens motorbana, Vstm	Sura	Surahammar	Västmanland	Västmanland	Tom Sävström	1	1				friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:60675749	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2016-06-04	2016-06-04	13:30	14:30	59.9352	17.6379	647398	6647132	EPSG:4326	100	Fullerö backar, Upl	Uppsala	Uppsala	Uppsala	Uppland	Bengt Neiss	1	1	ex.	imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:60510930	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2016-07-11	2016-07-11			58.19924	16.57768	592732	6451978	EPSG:4326	250	Sörbyäng, Ög	Valdemarsvik	Valdemarsvik	Östergötland	Östergötland	Rolf Kokkonen	5	5		imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:60341807	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2016-06-29	2016-06-29			58.9687	16.20498	569289	6537191	EPSG:4326	75	Rundvägen 11, Djulökvarn, Srm	Stora Malm	Katrineholm	Södermanland	Södermanland	Ove Sjögrund, Ingrid Sjögrund	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:54697912	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2015-08-02	2015-08-02	11:30	12:30	57.25438	18.45756	708552	6350998	EPSG:4326	150	stånga gropen, Gtl	Rone	Gotland	Gotland	Gotland	Veronica Budin	5	5				friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78762704	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-06-30	2019-06-30			58.42175	14.84284	490820	6475677	EPSG:4326	100	Kastad kulle, Ög	Örberga	Vadstena	Östergötland	Östergötland	Ylva Terelius, Ingalill Gagner Milchert	3	3		imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78774727	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-06	2019-07-06			58.93002	17.83831	663367	6535726	EPSG:4326	50	Vineberg, Srm	Ösmo	Nynäshamn	Stockholm	Södermanland	Roger Kaufmann, Marie Teilmann				imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:81117278	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-05-15	2019-08-15			57.59483	11.91806	315813	6387787	EPSG:4326	100	Stora Amundön 1, Vg	Askim	Göteborg	Västra Götaland	Västergötland	Jonas Mattsson, Erik Edvardsson	1	1					Ovaliderad	False	False	False	Göteborgs Stads artdata	Artportalen	False	False
urn:lsid:artportalen.se:sighting:79756953	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-24	2019-08-24	11:00	18:30	57.62587	11.84785	311780	6391433	EPSG:4326	100	Stora Förö, Tärnvägen söderut, Vg	Styrsö	Göteborg	Västra Götaland	Västergötland	Eva Andersson				imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:81918140	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-28	2019-07-28			59.66415	17.6555	649590	6617002	EPSG:4326	1000	Hagbyholm, Upl	Haga	Sigtuna	Stockholm	Uppland	Klara Helander, Anders Helander				imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:81900144	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-11	2019-08-11			55.57399	13.52099	406749	6159661	EPSG:4326	200	Kläggeröd, Kläggeröd, Sk	Slimminge	Skurup	Skåne	Skåne	Richard Bergendahl	4	4					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:81804725	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-07-05	2018-07-05	17:00	17:00	59.70596	17.29701	629240	6620903	EPSG:4326	100	Lundtäppan, Upl	Giresta	Enköping	Uppsala	Uppland	Gabriel Tjernberg	2	2		imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:80116507	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-09-26	2019-09-26			62.47658	17.30498	618820	6929393	EPSG:4326	10	Skyttberg, Märlo, Timrå, Mpd	Timrå	Timrå	Västernorrland	Medelpad	Lars Olausson	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79619535	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-26	2019-08-26			58.7463	17.86741	665918	6515354	EPSG:4326	250	Fågelstationen, Landsort, Srm	Torö	Nynäshamn	Stockholm	Södermanland	Matt Scragg						friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79894994	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-06-29	2018-06-29	14:30	14:45	58.437	14.90208	494283	6477368	EPSG:4326	25	Vadstena, Bjälbovägen 63, Ög	Vadstena	Vadstena	Östergötland	Östergötland	Anders Göthberg	1	1	ex.	imago/adult	hane	friflygande	Ovaliderad	False	False	False	Svensk Dagfjärilsövervakning	Artportalen	False	False
urn:lsid:artportalen.se:sighting:79902621	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-07-26	2018-07-26	12:47	13:02	58.21482	14.77622	486852	6452649	EPSG:4326	25	Stora Åby k:a 4,75 km SO, Pelarbo-N, Ög	Stora Åby	Ödeshög	Östergötland	Östergötland	Anders Göthberg	1	1	ex.	imago/adult	hane	friflygande	Ovaliderad	False	False	False	Svensk Dagfjärilsövervakning	Artportalen	False	False
urn:lsid:artportalen.se:sighting:79893906	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-17	2019-07-17	11:11	11:26	58.437	14.90208	494283	6477368	EPSG:4326	25	Vadstena, Bjälbovägen 63, Ög	Vadstena	Vadstena	Östergötland	Östergötland	Anders Göthberg	25	25	ex.	imago/adult		friflygande	Ovaliderad	False	False	False	Svensk Dagfjärilsövervakning	Artportalen	False	False
urn:lsid:artportalen.se:sighting:79610707	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-26	2019-08-26	04:45	10:30	58.46492	15.54995	532084	6480604	EPSG:4326	500	Parkeringen, Nybro., Svartåmynningens naturreservat, Ög	Kaga	Linköping	Östergötland	Östergötland	Berndth Gustafsson	3	3		imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79627038	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-27	2019-08-27	09:30	09:30	58.42014	15.55481	532409	6475621	EPSG:4326	1000	Berggården, Linköping., Linköpings kommun, Ög	Kärna	Linköping	Östergötland	Östergötland	Berndth Gustafsson	3	3		imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79627809	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-26	2019-08-26			56.13404	13.04536	378525	6222718	EPSG:4326	100	Badhusvägen,, Kvidinge, Sk	Kvidinge	Åstorp	Skåne	Skåne	Kent Ivarsson	5	5				födosökande	Ovaliderad	False	False	False		Artportalen	False	False
